,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,CONDITION,ALLERGIES,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Albumin [Mass/volume] in Serum or Plasma,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,American house dust mite IgE Ab in Serum,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Bilirubin.total [Mass/volume] in Serum or Plasma,Bilirubin.total [Mass/volume] in Urine by Test strip,Body Height,Body Mass Index,Body Weight,Body mass index (BMI) [Percentile] Per age and gender,Body temperature,Calcium,Carbon Dioxide,Cat dander IgE Ab in Serum,Chloride,Cladosporium herbarum IgE Ab in Serum,Codfish IgE Ab in Serum,Common Ragweed IgE Ab in Serum,Cow milk IgE Ab in Serum,Creatinine,DALY,DXA [T-score] Bone density,Diastolic Blood Pressure,Egg white IgE Ab in Serum,Erythrocyte distribution width [Entitic volume] by Automated count,Erythrocytes [#/volume] in Blood by Automated count,Estimated Glomerular Filtration Rate,FEV1/FVC,Globulin [Mass/volume] in Serum by calculation,Glomerular filtration rate/1.73 sq M.predicted,Glucose,Glucose [Mass/volume] in Urine by Test strip,Head Occipital-frontal circumference,Heart rate,Hematocrit [Volume Fraction] of Blood,Hematocrit [Volume Fraction] of Blood by Automated count,Hemoglobin A1c/Hemoglobin.total in Blood,Hemoglobin [Mass/volume] in Blood,Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method,High Density Lipoprotein Cholesterol,History of Hospitalizations+Outpatient visits,Honey bee IgE Ab in Serum,Ketones [Mass/volume] in Urine by Test strip,Latex IgE Ab in Serum,Left ventricular Ejection fraction,Leukocytes [#/volume] in Blood by Automated count,Low Density Lipoprotein Cholesterol,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,Lymph nodes with macrometastases [#] in Cancer specimen by Light microscopy,Lymph nodes with micrometastases [#] in Cancer specimen by Light microscopy,MCH [Entitic mass] by Automated count,MCHC [Mass/volume] by Automated count,MCV [Entitic volume] by Automated count,Mental health Outpatient Note,Microalbumin Creatinine Ratio,NT-proBNP,Oxygen saturation in Arterial blood,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Peanut IgE Ab in Serum,Percentage area affected by eczema Head and Neck,Percentage area affected by eczema Lower extremitiy - bilateral,Percentage area affected by eczema Trunk,Percentage area affected by eczema Upper extremitiy - bilateral,Platelet distribution width [Entitic volume] in Blood by Automated count,Platelet mean volume [Entitic volume] in Blood by Automated count,Platelets [#/volume] in Blood by Automated count,Polyp size greatest dimension by CAP cancer protocols,Potassium,Prostate specific Ag [Mass/volume] in Serum or Plasma,Protein [Mass/volume] in Serum or Plasma,Protein [Mass/volume] in Urine by Test strip,QALY,QOLS,RBC Auto (Bld) [#/Vol],RDW - Erythrocyte distribution width Auto (RBC) [Entitic vol],Respiratory rate,Shrimp IgE Ab in Serum,Size.maximum dimension in Tumor,Sodium,Soybean IgE Ab in Serum,Specific gravity of Urine by Test strip,Systolic Blood Pressure,Thyrotropin [Units/volume] in Serum or Plasma,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Total Cholesterol,Total score [MMSE],Triglycerides,Urea Nitrogen,WBC Auto (Bld) [#/Vol],Walnut IgE Ab in Serum,Weight difference [Mass difference] --pre dialysis - post dialysis,Weight-for-length Per age and sex,Wheat IgE Ab in Serum,White oak IgE Ab in Serum,pH of Urine by Test strip
181,852f4588-ba8f-4eeb-94fe-5c3c974ab114,1956-01-02,,999-60-6320,S99945237,X75083103X,Mrs.,Keren761,Kiehn525,M,white,hispanic,F,Whitman  Massachusetts  US,167 Bosco Boulevard Unit 9,Lynn,Massachusetts,Essex County,1904.0,42.4446755379841,-70.98660115861244,1544799.98,5777.759999999999,Acute bronchitis (disorder),Shellfish allergy,50.6,4.6,55.1,,9.7,0.2,,168.8,30.5,86.8,,37.9,9.3,23.5,,103.4,,,,,3.2,0.8,,86.0,,44.7,4.3,,,2.7,65.5,84.3,,,85.0,,35.2,6.1,12.2,,70.2,,,,,,5.5,125.4,,,,31.6,34.1,81.4,,,,,1.0,,,,,,470.0,12.1,231.3,,4.9,,61.9,,53.2,1.0,,,15.0,,,137.8,,,108.0,,,191.6,,105.8,14.6,,,,,,,
182,d0355c37-6594-4147-91ff-8b82dfb0a6c2,1974-12-09,,999-57-8209,S99933271,X3151241X,Mr.,Terrell212,Mann644,M,asian,hispanic,M,Pittsfield  Massachusetts  US,971 Balistreri Vale Unit 75,Southborough,Massachusetts,Worcester County,,42.30183600095206,-71.57153806950367,1103579.18,4759.599999999999,Viral sinusitis (disorder),,,,,,,,1.0,184.5,30.3,103.2,,,9.6,24.7,,108.6,,,,,1.5,0.3,,73.0,,40.9,5.0,157.1,,,116.1,75.6,1.0,,95.0,,45.2,6.1,17.2,,60.9,,,14.1,,,7.2,93.1,,,,27.9,33.1,93.4,,10.3,,,2.0,,,,,,253.8,9.8,445.8,,5.1,,,136.0,34.7,0.9,,,13.0,,,139.2,,1.0,129.0,,,175.6,,108.2,11.0,,,,,,,6.5
183,a708bca4-8fc9-4567-8c22-8b13d44f4f45,1944-04-14,,999-15-8652,S99921582,X34884231X,Mr.,Weldon459,Effertz744,M,black,nonhispanic,M,Boston  Massachusetts  US,356 Kuhn Grove Suite 62,Quincy,Massachusetts,Norfolk County,,42.253664973970125,-70.99176140007702,1632370.21,62305.47,Acute viral pharyngitis (disorder),,37.5,4.8,95.9,,6.7,0.9,1.1,175.6,27.3,84.1,,38.6,8.7,20.7,,104.8,,,,,1.6,19.1,,87.0,,39.8,5.1,54.9,,2.1,12.3,118.2,2.1,,83.0,,38.6,3.8,13.7,2.5,42.4,,,4.9,,,4.4,144.2,,,,28.4,33.0,87.8,,19.8,,,3.0,,,,,,223.5,10.7,165.3,4.8,4.3,2.9,62.4,437.4,45.9,0.4,,,15.0,,,142.6,,1.0,114.0,,,219.0,,162.0,19.7,,,,,,,6.6
184,cecb7ece-fb70-4a7f-b51d-6e8dd1506ad9,1951-01-06,,999-46-3183,S99985435,X55197518X,Mr.,Isiah14,Fritsch593,S,white,nonhispanic,M,Gardner  Massachusetts  US,690 Stark Vista,Leyden,Massachusetts,Franklin County,,42.74080679992751,-72.66558015387287,1484346.13,173242.53999999998,Viral sinusitis (disorder),,,,,,,,,168.4,28.7,81.5,,,9.8,21.1,,102.5,,,,,4.9,20.9,,76.0,,40.2,4.7,18.8,,,,72.7,,,70.0,,42.0,2.7,15.6,,65.7,,,,,,4.8,106.0,,,,31.2,34.1,91.4,,158.8,,,2.0,,,,,,321.5,9.5,192.9,,4.9,,,,37.1,0.5,,,12.0,,,138.3,,,128.0,,,195.7,,119.9,9.9,,,,,,,
185,05cdf25a-7da5-4a7b-b721-8e63d2e3b6ec,2015-01-17,,999-75-1631,,,,Arthur650,Steuber698,,black,nonhispanic,M,Chelmsford  Massachusetts  US,349 Dooley Trace,Hampden,Massachusetts,Hampden County,,42.072574016298695,-72.41363155148312,136808.52,1946.56,Viral sinusitis (disorder),,,,,,,,,50.8,17.3,4.0,77.7,38.0,,,,,,,,,,0.0,,79.0,,41.7,4.8,,,,,,,34.3,96.0,,42.8,,16.1,,,,,,,,4.7,,,,,29.6,33.6,82.9,,,,,2.0,,,,,,459.2,10.1,216.9,,,,,,0.0,1.0,,,14.0,,,,,,103.0,,,,,,,,,,74.8,,,
186,a001f3e9-5955-4b52-bb83-99a791380c56,1957-08-31,,999-54-8544,S99945838,X55649009X,Ms.,Annalee788,Spencer878,S,white,nonhispanic,F,Springfield  Massachusetts  US,389 Beatty Plaza Apt 32,Milton,Massachusetts,Norfolk County,2186.0,42.21454866814037,-71.08066639769577,1273445.33,11860.719999999998,Otitis media,,,,,,,,,159.0,27.9,70.6,,37.1,,,,,,,,,,9.9,,82.0,,44.5,5.4,,,,,,,,76.0,,41.8,,12.2,,70.6,,,,,,5.8,73.0,,,,32.9,33.5,84.9,,,,,1.0,,,,,,430.5,9.6,408.2,,,,,,42.1,0.7,,,13.0,,,,,,124.0,,,164.6,,105.1,,,,,,,,
187,844d1c39-6ca2-48df-a3de-f9a12633f69c,1963-07-20,,999-11-1235,S99975003,X89866411X,Ms.,Corinna386,Boehm581,S,white,nonhispanic,F,Boston  Massachusetts  US,915 Keeling Esplanade,Westport,Massachusetts,Bristol County,,41.5725170562147,-71.07283308554402,1284385.93,11007.88,Perennial allergic rhinitis with seasonal variation,,46.4,5.1,89.4,,34.9,1.1,,164.8,30.3,82.4,,,10.1,28.5,,102.5,,,,,0.9,7.3,-0.1,69.0,,43.9,4.9,,,2.6,15.0,90.7,,,76.0,,43.6,5.9,13.6,,72.9,,,,,,10.3,98.1,,,,32.8,34.0,94.1,,,,,2.0,,,,,,408.3,10.4,276.3,,4.1,,72.7,,38.7,0.7,,,15.0,,,138.5,,,129.0,,,192.7,,108.4,13.7,,,,,,,
188,355b4981-d84e-4055-96db-956464714214,1998-10-18,,999-42-5355,S99921573,X58400598X,Ms.,Viola977,McGlynn426,,black,nonhispanic,F,Oxford  Massachusetts  US,848 Murray Viaduct Apt 39,Boston,Massachusetts,Suffolk County,2125.0,42.23740328567564,-71.11677781367158,30017.39,332.14,Childhood asthma,,,,,,,,,133.1,18.5,32.8,59.6,37.2,,,,,,,,,,0.0,,76.0,,43.8,4.7,,,,,,,,94.0,,45.9,,13.2,,,,,,,,5.9,,,,,32.7,33.5,83.4,,,,,4.0,,,,,,228.2,9.5,447.6,,,,,,11.0,1.0,,,14.0,,,,,,127.0,,,,,,,,,,,,,
189,f369d5b2-a190-4ca5-bd2b-c10016b1db1d,2003-09-22,,999-66-3070,S99999144,,,Luisa710,Hammes673,,asian,nonhispanic,F,Harvard  Massachusetts  US,864 Legros Alley,Holliston,Massachusetts,Middlesex County,,42.24200818246069,-71.45084941603963,443919.53,2734.0,Body mass index 30+ - obesity (finding),,,,,,,,,112.0,20.3,25.4,96.4,37.8,,,,,,,,,,0.0,,82.0,,42.8,4.8,,,,,,,,98.0,,39.5,,14.7,,,,,,,,9.8,,,,,29.3,33.3,94.0,,,,,1.0,,,,,,330.0,10.0,370.9,,,,,,6.0,1.0,,,13.0,,,,,,128.0,,,,,,,,,,,,,
190,36cfc9c6-c720-41a3-ba03-bc9d11840564,1943-12-26,,999-27-7190,S99918936,X78117585X,Mr.,Ben667,Schaden604,M,white,nonhispanic,M,Boston  Massachusetts  US,724 Pollich Arcade Apt 45,Clinton,Massachusetts,Worcester County,,42.39819862108802,-71.73263956363171,1522680.4,7580.12,Hypertension,,,,,,,,,183.9,27.8,94.1,,,,,,,,,,,,0.8,-0.3,82.0,,42.7,4.8,,,,,,,,93.0,,38.6,,16.4,,74.3,,,,,,4.3,74.7,,,,29.5,33.9,84.0,,,,,1.0,,,,,,283.8,11.1,243.7,,,,,,65.2,1.0,,,14.0,,,,,,130.0,,,175.9,,134.6,,,,,,,,
191,6e6ae8f3-514f-4686-b1e4-14baeacb671f,1989-04-07,,999-19-6420,S99965272,X66191382X,Mrs.,Leilani136,Romaguera67,M,white,nonhispanic,F,Brockton  Massachusetts  US,1013 Hagenes Ferry Suite 86,Middleton,Massachusetts,Essex County,,42.62557473549565,-71.04144285617502,97667.12,5167.499999999999,Prediabetes,,,,,,,,,171.6,20.5,60.4,,,,,,,,,,,,0.0,,84.0,,41.1,4.0,,,,,,,,66.0,,37.4,,14.6,,,,,,,,3.7,,,,,31.2,33.5,85.4,,,,,4.0,,,,,,519.2,11.5,206.3,,,,,,20.0,1.0,,,13.0,,,,,,123.0,,,,,,,,,,,,,
192,b2b612b0-d4ac-4b83-8d33-4ed6b295c01c,1946-09-23,2012-01-12,999-99-7899,S99940480,X54021551X,Mrs.,Marylouise236,Eichmann909,M,white,nonhispanic,F,Westport  Massachusetts  US,499 Rippin Path,Wilmington,Massachusetts,Middlesex County,1887.0,42.59203788036781,-71.18746208770094,1732283.2300000002,35128.32999999999,Miscarriage in first trimester,,47.4,3.7,23.6,,39.3,0.4,0.8,175.5,27.8,85.7,,37.9,9.0,22.6,,110.8,,,,,0.9,3.0,,87.0,,43.7,4.6,,,2.5,4.5,76.2,1.7,,81.0,,42.1,6.3,17.2,,65.2,,,6.5,,,4.9,87.5,,,,27.8,33.8,92.8,,,,,3.0,,,,,,249.3,9.7,339.1,,4.9,,61.7,310.8,60.0,0.7,,,15.0,,,137.8,,1.0,113.0,,,182.0,,146.3,14.0,,,,,,,5.9
193,b953a648-a3e3-4d9f-a4be-28e13deaa08f,1986-05-13,,999-37-6438,S99942131,X52650638X,Mrs.,Pamela954,Greenholt190,M,white,nonhispanic,F,Quincy  Massachusetts  US,495 Weissnat Ville Unit 62,Chelsea,Massachusetts,Suffolk County,2151.0,42.35354822903077,-71.03420730917055,106831.44,6702.24,Viral sinusitis (disorder),,,,,,,,,169.3,27.4,78.5,,,9.7,21.2,,105.6,,,,,1.8,0.0,,80.0,,44.6,5.1,89.0,,,,65.4,,,90.0,34.5,47.9,6.1,13.7,,76.5,,,,,,7.3,101.2,,,,32.0,33.2,93.8,,6.6,,,3.0,,,,,,256.8,11.4,182.5,,4.1,,,,23.0,1.0,4.1,42.7,15.0,,,141.5,,,114.0,,,198.5,,103.9,15.0,10.1,,,,,,
194,c4790199-5f06-4622-932a-1664a684d670,2000-09-19,,999-91-5933,S99985044,,Ms.,Tora746,Hammes673,,white,nonhispanic,F,Everett  Massachusetts  US,806 West Club Unit 50,Beverly,Massachusetts,Essex County,,42.605387421776776,-70.79548490146477,404108.88,2938.92,Acute bronchitis (disorder),,,,,,,,,134.7,18.1,32.8,67.8,37.0,,,,,,,,,,0.0,,78.0,,39.4,4.6,,,,,,,,64.0,,46.4,,14.9,,,,,,,,10.4,,,,,32.5,34.8,82.9,,,,,1.0,,,,,,267.4,10.1,377.0,,,,,,9.0,1.0,,,16.0,,,,,,105.0,,,,,,,,,,,,,
195,5a9d692d-992b-45a6-a6bb-c737d590e82b,2011-07-16,,999-49-4702,,,,Rick943,Hermiston71,,white,nonhispanic,M,Quincy  Massachusetts  US,268 Gerhold Route Suite 72,Natick,Massachusetts,Middlesex County,,42.321736117105225,-71.3603308264538,235828.28,2195.72,Viral sinusitis (disorder),,,,,,,,,50.4,17.1,3.9,71.7,38.3,,,,,,,,,,0.0,,87.0,,39.5,4.7,,,,,,,33.9,75.0,,38.7,,13.8,,,,,,,,8.4,,,,,28.6,33.1,83.1,,,,,2.0,,,,,,449.3,11.8,294.6,,,,,,0.0,1.0,,,15.0,,,,,,133.0,,,,,,,,,,84.5,,,
196,fc4aa89c-e441-4c0b-841f-3d16ffe1b235,1981-04-24,,999-68-7952,S99924473,X70629212X,Mr.,Grady603,Hartmann983,M,white,nonhispanic,M,Plymouth  Massachusetts  US,376 Skiles Forge Suite 48,Westminster,Massachusetts,Worcester County,,42.53393447874615,-71.93538427724768,894292.71,3130.5199999999995,Normal pregnancy,,,,,,,,,193.3,25.4,95.1,,37.5,,,,,,,,,,0.0,,87.0,,43.6,4.8,,,,,,,,74.0,,44.6,,16.1,,67.6,,,,,,10.4,101.1,,,,30.3,33.7,83.7,,,,,3.0,,,,,,450.3,11.9,285.7,,,,,,28.0,1.0,,,16.0,,,,,,105.0,,,189.6,,104.5,,,,,,,,
197,93052e9a-d9e3-4899-ac29-7bcb7a34b0bb,1964-11-25,,999-92-8971,S99992105,X76920244X,Mrs.,Mariella503,Daugherty69,M,white,nonhispanic,F,North Reading  Massachusetts  US,461 Reichert Corner Apt 71,Auburn,Massachusetts,Worcester County,,42.163230466398886,-71.86979171417217,1238771.28,5457.839999999999,Hypertension,,,,,,,,,162.8,28.3,74.9,,,,,,,,,,,,0.0,,80.0,,41.0,4.0,,,,,,,,71.0,,36.3,,16.8,,66.4,,,,,,5.2,112.2,,,,27.9,33.4,87.2,,,,,3.0,,,,,,378.8,11.9,350.2,,,,,,45.0,1.0,,,13.0,,,,,,106.0,,,198.9,,101.5,,,,,,,,
198,bf4c0305-f14c-4035-be21-8781c675b7db,1965-02-22,,999-26-9610,S99944538,X57951475X,Mr.,Benedict104,Fadel536,M,white,nonhispanic,M,Swansea  Massachusetts  US,139 Kulas Key,Beverly,Massachusetts,Essex County,1915.0,42.533753066271466,-70.81217220951964,1198521.2,4969.48,Normal pregnancy,,,,,,,,,175.8,27.9,86.1,,,8.8,20.1,,109.5,,,,,1.1,0.3,,75.0,,43.5,4.4,,,,,99.8,,,69.0,,36.0,5.9,12.1,,73.5,,,,,,8.3,79.4,,,,32.2,33.4,93.4,,,,,2.0,,,,,,436.7,12.2,332.7,,4.0,,,,43.7,1.0,,,15.0,,,141.5,,,123.0,,,179.7,,134.4,13.3,,,,,,,
199,b096000e-3f69-4940-89ce-1230ee9d5a0a,1950-05-22,2007-12-11,999-64-4286,S99956839,X31662241X,Mr.,Wilbur107,Denesik803,M,white,nonhispanic,M,Carver  Massachusetts  US,637 Kemmer Mill Unit 62,Marshfield,Massachusetts,Plymouth County,2050.0,42.16191429041336,-70.68702752530268,1331887.5,5286.92,Body mass index 30+ - obesity (finding),,50.9,4.9,108.8,,25.4,0.6,,166.3,30.1,83.2,,,10.0,26.6,,102.0,,,,,1.1,,,85.0,,39.2,4.1,,,2.5,22.5,90.8,,,63.0,,38.3,6.1,16.6,,61.2,,,,,34.6,7.7,103.3,,,,32.7,34.7,90.3,,,971.8,72.0,4.0,,,,,,263.6,9.9,229.9,,5.1,,73.6,,,,,,16.0,,,137.3,,,115.0,,,193.6,,145.2,19.9,,,,,,,
200,f64742bf-8cac-4780-ae38-3e6781e0d008,1986-12-27,,999-52-8024,S99912324,X34571000X,Mr.,Josiah310,Stokes453,M,white,nonhispanic,M,Attleboro  Massachusetts  US,718 Bailey Wall,Reading,Massachusetts,Middlesex County,,42.534819856706434,-71.0765786491374,689887.12,4217.08,Normal pregnancy,,,,,,,,,189.3,28.0,100.3,,37.8,,,,,,,,,,0.0,,73.0,,40.9,5.3,,,,,,,,62.0,,46.4,,13.2,,62.0,,,,,,4.0,80.1,,,,31.8,34.5,93.2,,,,,2.0,,,,,,370.7,10.7,304.5,,,,,,23.0,1.0,,,12.0,,,,,,130.0,,,166.6,,122.6,,,,,,,,
201,12485794-a6c5-466e-b1a5-92e9c0f443e8,2000-10-16,,999-51-1521,S99926660,,Ms.,September423,Hermann103,,white,nonhispanic,F,Northampton  Massachusetts  US,243 Schamberger Club,Norwood,Massachusetts,Norfolk County,,42.183471595580144,-71.18682511166756,450299.17,2873.12,Normal pregnancy,,,,,,,,,134.5,28.4,51.4,98.9,,,,,,,,,,,0.0,,76.0,,44.0,4.5,,,,,,,,88.0,,40.2,,14.7,,,,,,,,8.6,,,,,27.6,33.7,89.2,,,,,2.0,,,,,,270.0,11.1,192.4,,,,,,9.0,1.0,,,14.0,,,,,,107.0,,,,,,,,,,,,,
202,ef014976-f099-45b9-b9a8-dc3497690e47,2018-03-20,,999-73-8591,,,,Shandra823,Beatty507,,white,nonhispanic,F,Newburyport  Massachusetts  US,449 Cremin Estate Apt 20,Burlington,Massachusetts,Middlesex County,,42.45573387630204,-71.32095479279991,56700.0,1162.44,Acute bronchitis (disorder),,,,,,,,,50.8,,3.2,,,,,,,,,,,,0.0,,78.0,,44.1,4.8,,,,,,,34.1,81.0,,39.2,,13.7,,,,,,,,7.9,,,,,29.1,35.9,83.2,,,,,3.0,,,,,,182.7,12.1,253.8,,,,,,0.0,1.0,,,15.0,,,,,,113.0,,,,,,,,,,6.6,,,
203,d5bf8e49-c70c-45df-9675-cf3dff4458d5,1977-08-08,,999-97-3175,S99947857,X24698394X,Mr.,Ashley34,Kuphal363,M,black,nonhispanic,M,Leominster  Massachusetts  US,850 Konopelski Fort,Walpole,Massachusetts,Norfolk County,2081.0,42.11705098736411,-71.206807039409,1031844.26,3789.64,Normal pregnancy,,,,,,,,,177.0,27.9,87.3,,37.2,9.5,24.6,,102.1,,,,,1.4,0.1,,73.0,,39.7,5.1,,,,,76.0,,,68.0,,49.3,6.3,12.3,,75.6,,,,,,7.8,62.2,,,,28.4,35.4,90.7,,,,,2.0,,,,,,370.9,10.5,442.6,,4.4,,,,31.9,0.9,,,14.0,,,140.5,,,113.0,,,160.5,,113.3,13.2,,,,,,,
204,9423451c-8c37-4700-a059-f8c2f9c636b0,1999-07-19,,999-36-9516,S99918080,X35685722X,Ms.,Altha90,Rolfson709,,white,nonhispanic,F,Dracut  Massachusetts  US,606 O'Keefe Haven,Barnstable,Massachusetts,Barnstable County,,41.62582444150288,-70.33175361031688,567289.94,2920.64,Normal pregnancy,,,,,,,,,141.7,22.3,44.6,90.8,,,,,,,,,,,0.1,,81.0,,44.5,4.6,,,,,,,,77.0,31.1,46.0,,17.1,,,,,,,,4.3,,,,,30.1,34.6,84.0,,,,,3.0,,,,,,347.0,11.9,267.9,,,,,,9.9,1.0,4.0,42.7,14.0,,,,,,132.0,,,,,,,5.2,,,,,,
205,4a52ea9c-d410-4b78-a4da-6053e2ed0787,1974-06-01,,999-58-4852,S99913384,X72857730X,Mrs.,Aundrea980,Mertz280,M,black,nonhispanic,F,Fitchburg  Massachusetts  US,1023 Lakin Overpass Unit 93,Waltham,Massachusetts,Middlesex County,2472.0,42.37321770784337,-71.19364659680481,1150940.92,7191.239999999999,Viral sinusitis (disorder),,24.6,5.4,75.3,,7.4,0.7,,155.7,29.0,70.3,,38.0,9.4,28.4,,102.2,,,,,1.2,0.1,,97.0,,45.0,4.1,,58.2,2.3,67.8,96.7,,,82.0,,47.8,6.0,12.5,,79.1,,,,,,5.5,76.0,,,,29.6,34.4,81.9,,,,,3.0,,,,,,175.5,11.8,423.6,,4.0,,61.4,,34.9,0.9,,,13.0,,,136.3,,,173.0,,,185.0,,149.6,11.2,,,,,,,
206,9ad2f1f3-28b6-4af0-996b-ab17653d8f7b,2002-07-31,,999-99-7597,S99986164,,,Latrina689,Schneider199,,white,nonhispanic,F,Waltham  Massachusetts  US,914 Gorczany Arcade Apt 71,Arlington,Massachusetts,Middlesex County,2476.0,42.45203955622462,-71.13060825837303,429190.39,3220.6,Viral sinusitis (disorder),,,,,,,,,130.0,13.4,22.7,4.0,37.4,,,,,,,,,,0.0,,80.0,,40.9,5.1,,,,,,,,99.0,,39.1,,12.9,,,,,,,,9.0,,,,,29.0,35.2,82.0,,,,,2.0,,,,,,313.1,10.6,291.1,,,,,,7.0,1.0,,,14.0,,,,,,134.0,,,,,,,,,,,,,
207,fdb2a2ee-09c2-499b-b324-d998d5226f19,1946-09-23,,999-82-1193,S99974103,X28216901X,Mrs.,Shaun461,Graham902,M,white,nonhispanic,F,Dedham  Massachusetts  US,117 Hansen Approach Unit 84,Wilmington,Massachusetts,Middlesex County,1887.0,42.5844451888122,-71.16346173880649,1332583.33,10562.749999999998,Normal pregnancy,,,,,,,,,170.0,27.9,80.7,,37.0,9.1,24.1,,108.7,,,,,0.7,4.7,,79.0,,45.4,4.1,,,,,78.5,,,80.0,,43.2,6.3,13.1,,76.8,,,,,,4.3,95.2,,,,27.9,34.2,91.0,,,,,2.0,,,,,,510.5,10.7,318.8,,4.7,,,,58.3,0.9,,,15.0,,,138.1,,,113.0,,,198.4,,132.3,19.3,,,,,,,
208,0e003777-2825-44c6-b090-c6df626f7f4a,1993-01-20,,999-52-4871,S99910782,X29495932X,Mr.,Hunter736,Grimes165,M,white,nonhispanic,M,Barnstable  Massachusetts  US,186 Weimann Run Apt 25,Methuen,Massachusetts,Essex County,1844.0,42.757590175212286,-71.13160144880086,625994.06,2818.92,Acute bronchitis (disorder),,,,,,,,,180.8,26.8,87.7,89.7,,,,,,,,,,,0.1,,73.0,,45.8,4.5,,,,,,,,67.0,,49.7,,17.0,,,,,,,,4.9,,,,,27.3,33.8,90.7,,,,,1.0,,,,,,473.2,9.6,259.4,,,,,,15.9,1.0,,,14.0,,,,,,131.0,,,,,,,,,,,,,
209,6ca038f1-a3f6-4c2d-848e-bab8e7ae7101,2001-07-24,,999-55-4456,S99978268,,Mr.,Erwin847,Lehner980,,white,nonhispanic,M,Greenfield  Massachusetts  US,921 Dietrich Passage Suite 70,South Hadley,Massachusetts,Hampshire County,,42.27798497080356,-72.5960567416131,460512.24,7646.799999999999,Prediabetes,Allergy to mould,,,,75.7,,,,136.1,16.7,31.0,61.0,37.7,,,65.7,,97.9,0.2,97.9,0.0,,0.0,,77.0,0.1,39.9,4.1,,,,,,,,62.0,,41.8,,14.7,,,,0.0,,0.3,,8.8,,,,,27.8,34.2,89.7,,,,,3.0,0.2,,,,,300.9,10.8,179.9,,,,,,8.0,1.0,,,15.0,0.0,,,0.0,,123.0,,,,,,,,0.3,,,0.1,24.0,
210,6ca038f1-a3f6-4c2d-848e-bab8e7ae7101,2001-07-24,,999-55-4456,S99978268,,Mr.,Erwin847,Lehner980,,white,nonhispanic,M,Greenfield  Massachusetts  US,921 Dietrich Passage Suite 70,South Hadley,Massachusetts,Hampshire County,,42.27798497080356,-72.5960567416131,460512.24,7646.799999999999,Prediabetes,House dust mite allergy,,,,75.7,,,,136.1,16.7,31.0,61.0,37.7,,,65.7,,97.9,0.2,97.9,0.0,,0.0,,77.0,0.1,39.9,4.1,,,,,,,,62.0,,41.8,,14.7,,,,0.0,,0.3,,8.8,,,,,27.8,34.2,89.7,,,,,3.0,0.2,,,,,300.9,10.8,179.9,,,,,,8.0,1.0,,,15.0,0.0,,,0.0,,123.0,,,,,,,,0.3,,,0.1,24.0,
211,6ca038f1-a3f6-4c2d-848e-bab8e7ae7101,2001-07-24,,999-55-4456,S99978268,,Mr.,Erwin847,Lehner980,,white,nonhispanic,M,Greenfield  Massachusetts  US,921 Dietrich Passage Suite 70,South Hadley,Massachusetts,Hampshire County,,42.27798497080356,-72.5960567416131,460512.24,7646.799999999999,Prediabetes,Dander (animal) allergy,,,,75.7,,,,136.1,16.7,31.0,61.0,37.7,,,65.7,,97.9,0.2,97.9,0.0,,0.0,,77.0,0.1,39.9,4.1,,,,,,,,62.0,,41.8,,14.7,,,,0.0,,0.3,,8.8,,,,,27.8,34.2,89.7,,,,,3.0,0.2,,,,,300.9,10.8,179.9,,,,,,8.0,1.0,,,15.0,0.0,,,0.0,,123.0,,,,,,,,0.3,,,0.1,24.0,
212,6ca038f1-a3f6-4c2d-848e-bab8e7ae7101,2001-07-24,,999-55-4456,S99978268,,Mr.,Erwin847,Lehner980,,white,nonhispanic,M,Greenfield  Massachusetts  US,921 Dietrich Passage Suite 70,South Hadley,Massachusetts,Hampshire County,,42.27798497080356,-72.5960567416131,460512.24,7646.799999999999,Prediabetes,Allergy to grass pollen,,,,75.7,,,,136.1,16.7,31.0,61.0,37.7,,,65.7,,97.9,0.2,97.9,0.0,,0.0,,77.0,0.1,39.9,4.1,,,,,,,,62.0,,41.8,,14.7,,,,0.0,,0.3,,8.8,,,,,27.8,34.2,89.7,,,,,3.0,0.2,,,,,300.9,10.8,179.9,,,,,,8.0,1.0,,,15.0,0.0,,,0.0,,123.0,,,,,,,,0.3,,,0.1,24.0,
